,paper_id,title,authors,year,venue,doi,source_database
316,crossref_10.17504_protocols.io.36wgq1y4xvk5_v1,"Whole exome sequencing (WES), mutation and copy number analysis and Single-cell RNA-seq (scRNA-seq) v1",Zhao Zhe,2026,,10.17504/protocols.io.36wgq1y4xvk5/v1,Crossref
317,crossref_10.64898_2026.02.17.704943,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scRNA-seq and scATAC-seq analysis,Li Bowen; Liu Ziqiang; Wang Zhen; Xu Zhenyu; Li Yantao,2026,,10.64898/2026.02.17.704943,Crossref
318,pmid_39982678,scRDiT: Generating Single-cell RNA-seq Data by Diffusion Transformers and Accelerating Sampling.,Dong Shengze; Cui Zhuorui; Liu Ding; Lei Jinzhi,2026,"Interdisciplinary sciences, computational life sciences",10.1007/s12539-025-00688-5,PubMed
319,pmid_41927532,Spatially resolved osteoblast-traced transcriptomics uncovers TGF-β as a combination target with sclerostin in osteoporosis.,Choi Ahyoun; Lee Ji Yeon; Yoon Hyejin; Che Xiangguo; Choi Minkyeong,2026,Bone research,10.1038/s41413-026-00521-9,PubMed
320,pmid_41925746,Integrated spatial transcriptomics and pan-cancer XGBoost modeling uncover spatial drivers of immune exclusion and predict immunotherapy response.,Zhao Hongying; Liu Wangyang; Xu Haotian; Wang Lu; Chen Zushun,2026,"Cancer immunology, immunotherapy : CII",10.1007/s00262-026-04374-3,PubMed
321,pmid_41925386,Transcriptional signatures and topological reorganization of morphometric similarity networks in temporal lobe epilepsy with unilateral hippocampal sclerosis.,Zhu Fei; Tao Bo; He Shanshan; Li Yue; Gao Ziyang,2026,Epilepsia,10.1002/epi.70223,PubMed
322,pmid_41904943,SAA/FPR2 Signaling Between Pericentral Hepatocytes and Macrophages Exacerbates Zonated Liver Transplant Injury.,Zhang Feng; Li Rong; Wang Tingting; Zhang Jianhao; Wu Zhengqi,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202522891,PubMed
323,pmid_41879555,Single-Cell and Spatial Transcriptomic Profiling Reveals Epithelial Functional States and Fibroblast Phenotypes in Hormone Therapy-Naïve Localized Prostate Cancer.,Apostolov Eva; Roden Daniel L; Holliday Holly; Cazet Aurelie; Harvey Kate,2026,Cancer research,10.1158/0008-5472.CAN-25-1202,PubMed
324,pmid_41876858,Transcriptomic advances in studies of muscle stem cell aging: From bulk to single-cell and beyond.,Kim Soochi; Pack Seung Pil; Rando Thomas A,2026,Cell research,10.1038/s41422-026-01240-w,PubMed
325,pmid_41875024,STGNET: extending panel coverage in imaging-based spatial transcriptomics using deep generative adversarial networks.,Wang Tao; Wang Bingtao; Shu Han; Zhen Peimeng; Hu Jialu,2026,Bioinformatics,10.1093/bib/bbag122,PubMed
326,pmid_41870799,Integrated single-cell and spatial mapping coupled with machine learning unveils core stemness landscapes and regulatory drivers in triple-negative breast cancer.,Huo Zhenzhong; Sun Weibo; Lou Chun; Yang Tiansong,2026,Discover oncology,10.1007/s12672-026-04824-5,PubMed
327,pmid_41968995,The role of radiomics in predicting the response to neoadjuvant chemotherapy for breast cancer.,Chen Yilin; Qin Ye; Yang Man; Li Wei; Cheng Minyi,2026,Cancer biology & medicine,10.20892/j.issn.2095-3941.2025.0655,PubMed
328,pmid_41949153,Food Allergy-Induced Systemic Immune Alterations Affect Tumor Progression in a CT26 Colon Adenocarcinoma Mouse Model.,Fan Xiaoyu; Guo Shushu; Zhang Wenchao; Xu Zeao; Sun Siman,2026,Allergy,10.1111/all.70331,PubMed
329,pmid_41947421,SpaFun: discovering domain-specific spatial expression patterns and new disease-relevant genes using functional principal component analysis.,Jiang Xi; Guo Yanghong; Guo Lei; Zhong Lin; Wang Jiayi,2026,Bioinformatics,10.1093/bib/bbag150,PubMed
330,pmid_41943684,Multi-Omics Integration in Urological Cancers: Unlocking Precision Diagnosis and Therapy Through Big Data.,Delrue Charlotte; Speeckaert Marijn M,2026,Archivos espanoles de urologia,10.56434/j.arch.esp.urol.20267902.21,PubMed
331,pmid_41941898,COVARE for modeling latent random effect correlations to detect genes with specific spatial expression patterns.,Shi Zhixin; Sun Ziyan; Zhang Yuan; Qi Guanpeng; Gao Jie,2026,Genomics,10.1016/j.ygeno.2026.111242,PubMed
332,pmid_41936586,Signaling Connectomics: A Brain-wide Framework for Intercellular Communication.,Shin Jongpil; Oh Hyeonsik; Jeong Yeonji; Heo Yungyeong; Heo Won Do,2026,Experimental neurobiology,10.5607/en26005,PubMed
333,pmid_41934579,Helicobacter pylori-linked gene CFAP73 rewires epithelial programs and shapes the gastric cancer microenvironment.,Li Haiwen; Wei Ran; Liu Yuhan; Wang Jiaju; Wang Xinyi,2026,Discover oncology,10.1007/s12672-026-04891-8,PubMed
334,pmid_41933199,Lipid accumulation in tuberculosis granulomas inhibits macrophage-CD4 T cell interactions and infection control.,Chai Qiyao; Lu Zhe; Zhao Min; Yu Shanshan; Zhong Yanzhao,2026,Nature microbiology,10.1038/s41564-026-02317-3,PubMed
335,pmid_41997914,Spatial transcriptomic atlas of murine neurotoxocariasis reveals region-specific host responses and dysfunction in the brain.,Zou Minyao; Liu Sishi; Chen Yi; Xiong Zhiwei; Wu Haiyan,2026,Nature communications,10.1038/s41467-026-72114-3,PubMed
336,pmid_41994891,A zero-inflated hierarchical generalized transformation model to address non-normality in spatially-informed cell-type deconvolution.,Melton Hunter J; Bradley Jonathan R; Wu Chong,2026,Biometrics,10.1093/biomtc/ujag055,PubMed
337,pmid_41991538,Regional gene expression and brain atrophy in dementia with Lewy bodies: an imaging transcriptomics study.,Habich Annegret; Baumann Janna M; Schwarz Christopher G; Przybelski Scott A; Inguanzo Anna,2026,NPJ Parkinson's disease,10.1038/s41531-026-01355-2,PubMed
338,pmid_41985289,L-BMAA induces neurotoxicity through AMPK/Akt-TSC1/2-mTOR-mediated mitophagy dysregulation and apoptosis.,Yan Tingting; Zheng Xinyi; Jia Guangyin; Liang Zhencheng; Guo Liujun,2026,Journal of hazardous materials,10.1016/j.jhazmat.2026.142074,PubMed
339,pmid_41985058,DuaST: an integrated deep learning framework for spatial transcriptomics with cross-branch interaction.,Liang Xiao; Liu Pei; Li Juping; Shen Cong; Cai Jie,2026,Bioinformatics,10.1093/bib/bbag174,PubMed
340,pmid_41974707,JAK inhibitors alleviate EGFR-inhibitor-induced diarrhea by protecting intestinal stem cells from adaptive-immune-exacerbated injury.,Cheng Yuan; Xu Chenyue; Lv Dazhao; Tian Meng; Wang Haoyu,2026,Nature communications,10.1038/s41467-026-71739-8,PubMed
341,crossref_10.53388_mdm202609001,AI-driven integration of multi-omics and multimodal data for precision medicine,Liu Heng-Rui,2026,Medical Data Mining,10.53388/mdm202609001,Crossref
342,crossref_10.1093_bioinformatics_btag033,MCOAN: multimodal contrastive representation learning for cross-omics adaptive disease regulatory network prediction,Long Junqi; Liu Bo; Li Jianqiang; Zhao Shuangtao,2026,Bioinformatics,10.1093/bioinformatics/btag033,Crossref
343,pmid_41788548,Brain organoids as precision models for neurodegenerative diseases: from disease modeling to drug discovery.,Zheng Yanxu; Zhou Wenke; Chang Haozhe; Zheng Kuihong,2026,Frontiers in neuroscience,10.3389/fnins.2026.1764964,PubMed
344,pmid_41787197,Artificial intelligence in immunotherapy: revolutionizing diagnostic and therapeutic applications in cancer and autoimmune diseases.,Alshorman Jamal; Mehran Mohammad Javad; Bahrami Yadollah; Mohammadzadeh Sara; Barzigar Rambod,2026,Clinical and experimental medicine,10.1007/s10238-026-02107-5,PubMed
345,pmid_41772662,Artificial intelligence models: transforming early diagnosis and precise treatment of gastrointestinal cancers.,Liu Kaijie; Luo Zeyu; Zhang Wenjie; Pan Qiyuan; Su Xiaotan,2026,Molecular cancer,10.1186/s12943-026-02589-7,PubMed
346,pmid_41750401,"Graph Learning in Bioinformatics: A Survey of Graph Neural Network Architectures, Biological Graph Construction and Bioinformatics Applications.",Deng Lijia; Dong Ziyang; Yang Zhengling; Gong Bo; Zhang Le,2026,Biomolecules,10.3390/biom16020333,PubMed
347,pmid_41749685,"Transformer Models, Graph Networks, and Generative AI in Gut Microbiome Research: A Narrative Review.",Zhu Yan; Tang Yiteng; Qi Xin; Zhu Xiong,2026,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering13020144,PubMed
348,pmid_41744227,Artificial intelligence-powered prediction of diabetic complications: from clinical data to molecular omics.,Xie Xueqin; Wu Changchun; Huang Ziru; Zhou Yuwei; Huang Jian,2026,Bioinformatics,10.1093/bib/bbag083,PubMed
349,pmid_41713399,We wait for disease to shout-What if we listened when biology whispered?,Rappaport Noa; Schweickart Annalise; Hood Leroy; Price Nathan D,2026,Cell Systems,10.1016/j.cels.2025.101509,PubMed
350,pmid_41709577,High-resolution spatial multi-omics enables prognostic scoring in intrahepatic cholangiocarcinoma.,Jin Yuzhi; Mei Jie; Cheng Jinlin; Liu Qiqi; Hong Libing,2026,Molecular therapy : the journal of the American Society of Gene Therapy,10.1016/j.ymthe.2026.02.029,PubMed
351,pmid_41862659,LazySlide: accessible and interoperable whole-slide image analysis.,Zheng Yimin; Abila Ernesto; Chrenkova Eva; Buljan Iva; Winkler Juliane,2026,Nature methods,10.1038/s41592-026-03044-7,PubMed
352,pmid_41857437,Artificial intelligence for precision oncology from phenotyping and drug discovery to clinical translation.,Wang Xiaodong; Xiong Di; Cui Songli; Duan Bincheng; Hung Yiping,2026,Discover oncology,10.1007/s12672-026-04864-x,PubMed
353,pmid_41857227,"Artificial intelligence in inflammatory bowel disease: bridging innovation, implementation and impact.",Iacucci Marietta; Santacroce Giovanni; Maeda Yasuharu; Majumder Snehali; Hassan Cesare,2026,Nature reviews. Gastroenterology & hepatology,10.1038/s41575-026-01190-z,PubMed
354,pmid_41834398,A deep adversarial network model for multi-task analysis of single-cell omics data.,Xu Junlin; Guo Cheng; Meng Yajie; Jin Shuting; Lu Changcheng,2026,Bioinformatics,10.1093/bib/bbag016,PubMed
355,pmid_41830074,"Human Systems Immunology in the Omics Era: Challenges, Methods, and Emerging Directions.",Riemann Lennart; Forster Reinhold,2026,European journal of immunology,10.1002/eji.70164,PubMed
356,pmid_41823837,Deep Learning-Enabled Multi-Omics Integration: A New Frontier in Precise Drug Target Discovery.,Ren Yufei; Bai Haotian; Wang Jihan; Yang Yanning; Wang Yangyang,2026,Biology,10.3390/biology15050410,PubMed
357,pmid_41806501,Leveraging co-attention-based interactions between pathology and radiology for pan-cancer survival prediction.,Xia Yujia; Zhou Jie; Wang Mengdie; Hu Tingting; Zhai Wei,2026,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,10.1016/j.compmedimag.2026.102744,PubMed
358,pmid_41795092,Machine learning model on multi-omics data enables risk stratification and identifies molecular heterogeneity and therapeutic targets in glioblastoma.,Zhang Zhenyu; Wang Zilong; Li Ran; Pei Dongling; Liu Jingdian,2026,Molecular cancer,10.1186/s12943-026-02637-2,PubMed
359,pmid_41978386,Subset binding enables detection of multimodal patient subgroup patterns and drug target discovery in idiopathic pulmonary fibrosis.,Natsume-Kitatani Yayoi; Itoh Mari N; Takeda Yoshito; Kuroda Masataka; Hirata Haruhiko,2026,Bioinformatics,10.1093/bib/bbag153,PubMed
360,pmid_41974756,A pipeline of machine learning-driven multi-modal data fusion methods for prognostic risk analysis in bevacizumab-treated metastatic colorectal cancer.,Thomas Valentina; Nyamundanda Gift; Larkeryd Adrian; Hari P S; Miller Ian S,2026,Scientific reports,10.1038/s41598-026-39189-w,PubMed
361,pmid_41930350,"The Nexus of Stemness, Telomere Stability, and Metabolic Reprogramming in Glioblastoma: Foundations of Tumor Persistence and Targets for Intervention.",Sung Ji-Yong; Hwang Kihwan,2026,MedComm,10.1002/mco2.70693,PubMed
362,pmid_41918763,Multimodal AI fuses proteomic and EHR data for rational prioritization of protein biomarkers in diabetic retinopathy.,Lin Jonathan B; Mataraso Samson J; Chadha Madhumeeta; Velez Gabriel; Mruthyunjaya Prithvi,2026,medRxiv : the preprint server for health sciences,10.64898/2026.02.23.26346903,PubMed
363,pmid_41913242,Recent advances in machine learning-enhanced extracellular vesicle omics for oncology.,Wang Zesheng; Lu Weiling; Guo Zhenjun; Liu Haoran; Yin Zhiwei,2026,Journal of nanobiotechnology,10.1186/s12951-026-04342-0,PubMed
364,pmid_41900815,AI-Driven Drug Discovery: Focus on Targets for Solid Tumors.,Wu Jialong; He Jide; Ni Qianyang; Li Zi'ang; Lin Xiushi,2026,Pharmaceutics,10.3390/pharmaceutics18030329,PubMed
365,pmid_41884885,Artificial Intelligence in Cardiovascular Medicine: Focus on Hypertension.,Varzideh Fahimeh; Mone Pasquale; Kansakar Urna; Pande Shivangi; Jankauskas Stanislovas S,2026,"Hypertension (Dallas, Tex. : 1979)",10.1161/HYPERTENSIONAHA.126.26094,PubMed
366,pmid_41883029,"Large language model agents for biological intelligence across genomics, proteomics, spatial biology, and biomedicine.",Dip Sajib Acharjee; Mallick Dipanwita; Acharjee Shuvo Uddip; Barua Soumma Shovito; Rafsani Fazle,2026,Bioinformatics,10.1093/bib/bbag110,PubMed
367,pmid_42018198,[Digital twins in uro-oncology].,Smielowski Johanna; Glienke Maximilian; Mehralivand Sherif; Duwe Gregor; Chun Felix,2026,"Urologie (Heidelberg, Germany)",10.1007/s00120-026-02827-2,PubMed
368,pmid_41999751,Combined multi-omics and multi-spectral profiling of plasma extracellular vesicles reveals liquid biopsy biomarkers for glioma diagnosis.,Robinson Stephen David; Haile Biniam Tsegay; Reily-Bell Matthew; Iwanowytsch Olivia; Palmer Siobhan,2026,Cell reports. Medicine,10.1016/j.xcrm.2026.102744,PubMed
369,crossref_10.21203_rs.3.rs-8404638_v1,GenBrain: A Generative Foundation Model of Multimodal Brain Imaging,Gong Weikang; Yang Chang; Feng Jianfeng; Beckmann Christian; Smith Stephen,2026,,10.21203/rs.3.rs-8404638/v1,Crossref
370,crossref_10.1146_annurev-statistics-042424-113016,Integrative Analysis of Multimodal Omics Data,Li Gen; Lock Eric F.,2026,Annual Review of Statistics and Its Application,10.1146/annurev-statistics-042424-113016,Crossref
371,crossref_10.21203_rs.3.rs-9062650_v1,CoxFormer enables spatial omics inference with multimodal generative modeling,Liu Jin; Yang Yiyang; Liao Xu; Zhang Haoyu; Wu Yida,2026,,10.21203/rs.3.rs-9062650/v1,Crossref
372,crossref_10.1158_1538-7445.am2026-4207,Abstract 4207: Omics-aware patch aggregation via multimodal co-training with a scalable multi-omics encoder for slide-level prediction across an oncology biomarker panel,Choi Hwanil; Hwang Tae Hyun; Lee Soonyoung; Jang Jongseong,2026,Cancer Research,10.1158/1538-7445.am2026-4207,Crossref
373,crossref_10.18502_fbt.v13i1.20792,Integration of Multimodal Large Language Models in Medical Imaging and Omics Data: A Comprehensive Review,Vavekanand Raja,2026,Frontiers in Biomedical Technologies,10.18502/fbt.v13i1.20792,Crossref
374,crossref_10.1109_access.2026.3679249,MMBCSurv: Multimodal Breast Cancer Survival Prediction Integrating Histopathology Images and Multi-Omics Data via Dynamic Fusion,Liu Jun; Abisado Mideth B.,2026,IEEE Access,10.1109/access.2026.3679249,Crossref
375,crossref_10.36227_techrxiv.176834726.69446413_v1,HUMAN MODALITIES IN HUMAN–ROBOT INTERACTION: A REVIEW FROM MULTIMODAL AND FOUNDATION MODEL PERSPECTIVES,Wang Ruiqi,2026,,10.36227/techrxiv.176834726.69446413/v1,Crossref
376,crossref_10.55277_researchhub.hdxexvcn,Fine-tuning an ICL Tabular Foundation Model for Multi-Omics Prediction,Cheng Yinuo,2026,,10.55277/researchhub.hdxexvcn,Crossref
377,pmid_41407925,High-parameter spatial multi-omics through histology-anchored integration.,Liu Yonghao; Wang Chuyao; Wang Zhikang; Chen Liang; Li Zhi,2026,Nature methods,10.1038/s41592-025-02926-6,PubMed
378,pmid_41390089,Integrating multimodal data to identify single nucleotide polymorphism-related biomarkers and regulatory mechanisms in Alzheimer's disease.,Sheng Jinhua; Wang Luyun; Zhang Qiao; Chien Chou Jay Tsai; Zhang Rong,2026,Neuroscience,10.1016/j.neuroscience.2025.12.022,PubMed
379,pmid_41501078,Spatially resolved integrative analysis of transcriptomic and metabolomic changes in tissue injury studies.,Williams Eleanor C; Franzen Lovisa; Olsson Lindvall Martina; Hamm Gregory; Oag Steven,2026,Nature communications,10.1038/s41467-025-68003-w,PubMed
380,pmid_41478277,"Spatial omics at the forefront: emerging technologies, analytical innovations, and clinical applications.",Liu Yunhe; Dai Yibo; Wang Linghua,2026,Cancer cell,10.1016/j.ccell.2025.12.009,PubMed
381,pmid_41437869,Single-Cell Transcriptome Meta-Analysis Reveals Epigenomic and Chromatin Dysregulation in Developing Neurons Derived From Human ESCs With 1q21.1 CNVs.,Torigata Kosuke; Nomura Jun; Takumi Toru,2026,Autism research : official journal of the International Society for Autism Research,10.1002/aur.70156,PubMed
382,pmid_41662351,Harnessing AI to fuse phenotypic signatures for drug target identification: progress in computational modeling.,Chen Fengming; Zhao Ranran; Han Xingxing; Li Huan; Tang Zhishu,2026,Bioinformatics,10.1093/bib/bbag045,PubMed
383,pmid_41656155,"Risk prediction in IgA nephropathy: from conventional models to machine learning, deep learning, and precision nephrology.",Xu Han; Ge Shuwang,2026,Renal failure,10.1080/0886022X.2026.2613606,PubMed
